,Coil_Number,UTS,EL,LYS,AIM_QLTY
29076,COIL_96570860,374,38,304,I11496
29077,COIL_94970261,305,45,245,T01283
29078,COIL_89080161,301,45,239,TCA001
29079,COIL_88600291,369,38,291,I11498
29080,COIL_87890381,403,40,312,S02525
29081,COIL_93390801,525,27,465,E13002
29082,COIL_97660741,483,29,412,I17140
29083,COIL_90370431,463,32,404,I17021
29084,COIL_96120311,306,44,242,T01283
29085,COIL_88420341,462,25,352,I17007
29086,COIL_89190371,384,36,314,K01002
29087,COIL_95180892,464,29,381,I17016
29088,COIL_95670040,335,36,253,T01202
29089,COIL_96910761,491,31,431,I17021
29090,COIL_92500141,547,24,481,A20001
29091,COIL_97580821,480,30,417,T01260
29092,COIL_89090351,439,29,359,I17140
29093,COIL_95940641,333,42,240,J06005
29094,COIL_96220321,437,32,324,I17140
29095,COIL_89410411,319,45,270,T01381
29096,COIL_95760801,492,27,412,I17016
29097,COIL_89320761,461,36,401,T01049
29098,COIL_91080891,562,25,512,I17140
29099,COIL_90370382,465,32,389,I17021
29100,COIL_90510502,494,34,428,E08000
29101,COIL_97650861,343,42,260,J06005
29102,COIL_89550191,309,45,247,T01087
29103,COIL_95560261,338,41,248,I09499
29104,COIL_90760341,332,39,277,I09499
29105,COIL_92530710,479,37,389,J10007
29106,COIL_94590492,462,30,348,A12007
29107,COIL_94470261,319,46,266,T01118
29108,COIL_93980320,431,28,366,I17140
29109,COIL_96670021,349,41,268,THB001
29110,COIL_93990911,482,37,426,I17007
29111,COIL_97780250,308,46,246,T01087
29112,COIL_87800531,437,32,332,I17007
29113,COIL_94420381,527,26,473,E13002
29114,COIL_96980041,355,40,290,T01018
29115,COIL_91610681,401,38,324,T01099
29116,COIL_96510111,307,45,244,T01087
29117,COIL_97150851,480,30,419,D04016
29118,COIL_91930831,489,37,415,T01260
29119,COIL_92990491,430,35,340,I17474
29120,COIL_90040731,486,35,431,T01049
29121,COIL_91510221,544,26,486,E13001
29122,COIL_92260681,480,39,420,TCA003
29123,COIL_89610761,473,34,411,T01049
29124,COIL_94870441,462,38,380,J10007
29125,COIL_93680472,425,28,311,I17140
29126,COIL_96390381,351,39,259,I09499
29127,COIL_90450251,310,44,244,T01283
29128,COIL_94920221,374,38,297,I09499
29129,COIL_97320791,1006,12,686,T13178
29130,COIL_96780341,349,38,276,I09499
29131,COIL_87720401,463,35,398,I17007
29132,COIL_88270741,367,39,291,I11496
29133,COIL_89590221,314,46,264,T01378
29134,COIL_96560501,326,43,248,T01087
29135,COIL_90700611,364,48,294,I09499
29136,COIL_89720502,457,32,367,I45001
29137,COIL_97661191,572,26,495,E13001
29138,COIL_96930920,492,29,405,I17007
29139,COIL_94870191,312,44,260,T01118
29140,COIL_93560710,377,34,297,I09499
29141,COIL_89540342,678,21,559,T16013
29142,COIL_88580641,448,32,382,D04016
29143,COIL_90160161,323,40,284,T01381
29144,COIL_93100141,357,40,276,I09499
29145,COIL_92920261,512,25,430,I17140
29146,COIL_96630760,472,34,408,T01260
29147,COIL_95190321,349,38,260,I09499
29148,COIL_97520411,352,40,267,T01018
29149,COIL_89070320,360,35,283,I09500
29150,COIL_92980141,307,46,244,T01283
29151,COIL_93210381,352,42,270,T01018
29152,COIL_92970981,359,42,285,THB001
29153,COIL_93680291,356,40,285,T01382
29154,COIL_97880281,571,28,503,E13001
29155,COIL_96070430,466,34,347,T01514
29156,COIL_90160291,320,44,250,T01087
29157,COIL_90920492,391,38,308,I11496
29158,COIL_89640371,514,29,442,I17007
29159,COIL_95060502,375,38,306,I11498
29160,COIL_96110611,339,40,245,I09499
29161,COIL_94150861,370,39,281,I09499
29162,COIL_88500731,472,36,379,J10007
29163,COIL_97150321,468,26,393,I17016
29164,COIL_97740522,406,39,340,K01002
29165,COIL_89070492,437,36,363,THP001
29166,COIL_90910441,576,26,497,I17140
29167,COIL_90080561,423,34,359,T01099
29168,COIL_92150291,306,46,242,T01283
29169,COIL_88920791,540,26,419,A19001
29170,COIL_93880171,388,39,333,K01002
29171,COIL_96210232,463,36,375,J10007
29172,COIL_90690041,362,40,288,I09499
29173,COIL_93670621,384,38,310,I09499
29174,COIL_90260251,314,44,249,T01118
29175,COIL_91790101,318,46,255,T01283
29176,COIL_95890801,348,41,255,K01003
29177,COIL_96490641,535,26,480,E13001
29178,COIL_97330560,472,31,356,I17007
29179,COIL_93390381,328,39,260,T01244
29180,COIL_88750791,557,27,487,I56000
29181,COIL_87730341,533,28,463,I17140
29182,COIL_94200322,362,39,295,T01018
29183,COIL_91080701,531,28,426,A19001
29184,COIL_90970261,340,44,268,T01560
29185,COIL_93750311,461,36,375,T01049
29186,COIL_94110141,309,46,240,T01118
29187,COIL_93300681,465,40,384,T01557
29188,COIL_97191031,590,25,519,E13001
29189,COIL_95590170,303,45,242,T01118
29190,COIL_96650251,311,46,253,T01560
29191,COIL_97731011,461,34,385,T01049
29192,COIL_93720521,475,37,406,T01557
29193,COIL_97160261,306,46,244,T01283
29194,COIL_96900850,384,38,307,I09499
29195,COIL_90160831,514,30,450,I17140
29196,COIL_96740200,372,34,323,T01382
29197,COIL_89900312,501,26,422,I17021
29198,COIL_97290760,486,39,412,TCA003
29199,COIL_91960321,522,34,459,D06010
29200,COIL_95110650,352,38,268,S02149
29201,COIL_94400261,312,56,247,TCA001
29202,COIL_94990601,334,40,252,T01202
29203,COIL_90080381,380,37,311,I11496
29204,COIL_97210551,465,32,338,I17007
29205,COIL_94830201,307,46,242,TCA001
29206,COIL_91310701,422,37,343,T01046
29207,COIL_96810651,347,38,287,I09499
29208,COIL_96030800,431,37,357,I45001
29209,COIL_97530130,312,46,260,T01378
29210,COIL_97570910,474,30,411,TCA003
29211,COIL_96900581,433,33,372,E07000
29212,COIL_92750771,479,35,415,T01260
29213,COIL_88980501,469,32,412,I17021
29214,COIL_88450431,542,28,481,A20001
29215,COIL_93620280,373,38,322,T01382
29216,COIL_96760561,326,43,239,J06005
29217,COIL_94760341,540,27,474,E13001
29218,COIL_90590861,390,39,317,I11496
29219,COIL_89440321,410,36,340,T01099
29220,COIL_97700621,422,36,339,I09500
29221,COIL_91900161,306,45,243,T01087
29222,COIL_94280400,348,38,282,T01018
29223,COIL_88700761,481,30,418,I17140
29224,COIL_93130471,531,28,454,I17140
29225,COIL_88880111,318,46,263,T01262
29226,COIL_96770622,431,23,367,I45001
29227,COIL_97471400,568,26,491,T01158
29228,COIL_97760412,430,28,336,I17020
29229,COIL_97730761,391,38,322,K01002
29230,COIL_88630251,368,36,316,T01063
29231,COIL_96280221,348,40,282,T01018
29232,COIL_97640261,302,45,243,TCA001
29233,COIL_95860081,309,45,232,T01381
29234,COIL_89450551,393,41,317,I11496
29235,COIL_95990282,301,45,227,T01560
29236,COIL_95170540,514,32,428,T01009
29237,COIL_94030461,382,41,302,I09499
29238,COIL_97490971,380,38,302,I09499
29239,COIL_90411152,471,28,395,I17016
29240,COIL_97900370,475,30,344,I17003
29241,COIL_96900321,534,27,480,I17140
29242,COIL_95740402,356,42,275,T01051
29243,COIL_96110461,355,42,270,T01018
29244,COIL_96280591,347,40,283,I09499
29245,COIL_96140581,529,27,475,I17007
29246,COIL_94060341,472,27,409,JCA001
29247,COIL_97700081,306,45,242,T01118
29248,COIL_94610491,392,41,333,K01002
29249,COIL_90070371,461,30,351,I17140
29250,COIL_88920851,517,27,413,A19001
29251,COIL_92550501,400,35,355,I11496
29252,COIL_96350281,331,40,242,T01313
29253,COIL_92230581,430,35,350,I17474
29254,COIL_92490371,428,36,330,T01564
29255,COIL_96680610,434,32,301,I17140
29256,COIL_90710341,439,32,383,I09500
29257,COIL_97780681,401,38,336,K01002
29258,COIL_97320892,1101,10,828,T13178
29259,COIL_91270771,497,35,439,T01049
29260,COIL_92760641,539,28,465,E13001
29261,COIL_91251062,532,27,468,E13001
29262,COIL_94670251,304,46,240,T01283
29263,COIL_95950440,369,39,261,I09498
29264,COIL_94970440,336,40,269,T01018
29265,COIL_93810190,365,39,300,T01063
29266,COIL_95540261,391,40,336,K01002
29267,COIL_88240501,378,39,290,I11498
29268,COIL_88870231,309,42,242,T01052
29269,COIL_94790082,341,39,262,T01018
29270,COIL_93220251,560,28,482,E13001
29271,COIL_95950740,459,30,401,I17140
29272,COIL_91850141,307,46,245,T01283
29273,COIL_92900411,379,40,281,T01002
29274,COIL_90770101,320,45,274,T01378
29275,COIL_92140611,582,28,509,E13001
29276,COIL_95220251,312,46,259,T01560
29277,COIL_93270371,532,27,465,E13001
29278,COIL_95110131,302,44,241,T01283
29279,COIL_95150911,582,24,380,S02028
29280,COIL_92870201,306,45,244,T01087
29281,COIL_96430290,307,45,243,T01087
29282,COIL_89180412,371,42,279,T01050
29283,COIL_89890291,320,45,262,TCA001
29284,COIL_95210220,406,30,335,T01382
29285,COIL_96660291,376,37,304,I09499
29286,COIL_90440891,490,30,421,I17016
29287,COIL_87770461,377,40,281,I45008
29288,COIL_97380761,462,26,383,I17016
29289,COIL_90060621,364,38,287,THB001
29290,COIL_97140161,303,45,240,T01087
29291,COIL_97820471,461,29,338,I17023
29292,COIL_89710580,426,30,355,D04004
29293,COIL_90840491,323,42,271,T01018
29294,COIL_94140081,367,38,279,T01018
29295,COIL_91240261,453,34,370,I09502
29296,COIL_90310201,308,45,242,TCA001
29297,COIL_95660261,363,42,288,I11497
29298,COIL_96130430,469,31,400,I17140
29299,COIL_87790441,440,34,338,I17007
29300,COIL_96700801,464,30,364,I17007
29301,COIL_91440761,476,34,398,J10004
29302,COIL_91120251,305,46,242,TCA001
29303,COIL_97300561,361,43,280,I09499
29304,COIL_91600561,354,39,292,T01018
29305,COIL_95480010,350,38,288,I09499
29306,COIL_95020041,387,38,306,I11496
29307,COIL_88330201,387,34,293,I09500
29308,COIL_96130382,358,43,287,I11497
29309,COIL_88260141,311,43,245,T01087
29310,COIL_97870370,364,36,302,T01244
29311,COIL_90520711,399,34,282,I09508
29312,COIL_97220021,354,40,270,I09499
29313,COIL_89820131,365,39,292,T01382
29314,COIL_92100411,374,41,317,K01002
29315,COIL_91230172,336,41,254,T01313
29316,COIL_91260611,393,41,314,I11498
29317,COIL_88480191,509,30,433,I17140
29318,COIL_88670131,311,44,251,T01283
29319,COIL_88090401,552,24,495,THB004
29320,COIL_97410701,433,30,378,I45011
29321,COIL_87970381,349,42,281,T01018
29322,COIL_92720251,443,33,386,E07000
29323,COIL_93430520,457,31,395,I17021
29324,COIL_95020590,483,30,419,E08000
29325,COIL_94820240,311,47,276,T01378
29326,COIL_95830291,363,34,297,T01018
29327,COIL_97591100,535,28,474,D06005
29328,COIL_94620501,307,47,261,T01560
29329,COIL_94940632,460,36,365,J10004
29330,COIL_97180011,371,38,294,I09499
29331,COIL_92220351,636,22,555,I36001
29332,COIL_93040561,461,42,345,T01049
29333,COIL_91090891,464,34,380,J10007
29334,COIL_93850221,348,40,287,I09499
29335,COIL_91820980,459,31,352,I17140
29336,COIL_90160191,320,42,272,T01381
29337,COIL_94750471,388,39,317,K01002
29338,COIL_93360341,558,27,490,A20001
29339,COIL_97240860,380,42,307,I11496
29340,COIL_88150291,486,28,405,I17016
29341,COIL_90830101,351,43,278,I09499
29342,COIL_94890720,356,40,293,I09499
29343,COIL_93080011,350,37,250,I09499
29344,COIL_96210171,380,34,317,T01382
29345,COIL_89930591,461,32,386,I17140
29346,COIL_96580101,310,46,250,T01378
29347,COIL_88920441,535,27,467,I17140
29348,COIL_88180791,581,28,483,D06007
29349,COIL_97051100,342,38,267,I09499
29350,COIL_89770611,494,30,424,I17021
29351,COIL_91940771,461,36,357,J10007
29352,COIL_89210381,581,25,511,I17140
29353,COIL_96950140,306,45,243,T01283
29354,COIL_97450640,453,27,384,I09502
29355,COIL_96370141,356,40,282,T01382
29356,COIL_96931000,504,33,443,TCA003
29357,COIL_91470081,371,42,293,T01244
29358,COIL_97071121,370,38,300,I09499
29359,COIL_91110322,577,25,508,A20001
29360,COIL_88690531,373,40,299,I11498
29361,COIL_90430351,509,26,406,A19001
29362,COIL_89780201,308,46,244,TCA001
29363,COIL_96910161,350,40,275,T01382
29364,COIL_91810431,568,25,502,E13001
29365,COIL_88730611,534,26,452,I17140
29366,COIL_88020051,390,38,317,I11496
29367,COIL_95380341,344,40,266,T01018
29368,COIL_87710611,479,30,405,I17140
29369,COIL_91190891,489,35,388,J10007
29370,COIL_92560651,997,8,630,T13178
29371,COIL_94640291,316,46,254,T01087
29372,COIL_92770501,337,39,253,T01202
29373,COIL_90810741,516,29,435,T01009
29374,COIL_93230232,309,44,247,TCA001
29375,COIL_95560161,347,41,269,I09498
29376,COIL_96660730,374,42,293,I11496
29377,COIL_92790161,308,46,244,T01118
29378,COIL_95820771,355,42,263,T01018
29379,COIL_90050670,477,36,412,T01049
29380,COIL_97121271,496,28,376,I09504
29381,COIL_90990591,397,36,279,S02525
29382,COIL_96510350,305,46,251,T01560
29383,COIL_97280162,307,44,244,T01118
29384,COIL_95490670,458,28,401,I45010
29385,COIL_92990651,408,37,327,T01049
29386,COIL_90941091,384,40,326,I09499
29387,COIL_92060502,544,27,477,E13001
29388,COIL_95530041,367,41,285,I09499
29389,COIL_93840701,495,26,396,I17007
29390,COIL_94710231,352,42,250,I09499
29391,COIL_93650310,309,46,257,T01378
29392,COIL_89480132,307,45,244,T01087
29393,COIL_88820382,301,48,264,T01560
29394,COIL_97080621,582,28,519,E13001
29395,COIL_92400370,389,35,324,K01002
29396,COIL_94480231,366,39,324,T01063
29397,COIL_87860711,462,28,337,I17140
29398,COIL_93570650,401,34,328,I09499
29399,COIL_91980620,551,31,492,D06010
29400,COIL_95410251,410,34,367,I09500
29401,COIL_89730411,377,36,306,I11496
29402,COIL_94830261,315,46,251,TCA001
29403,COIL_94950791,366,40,292,I09499
29404,COIL_92800951,459,29,374,I17140
29405,COIL_97241271,450,30,381,I17140
29406,COIL_89980291,357,42,286,T01382
29407,COIL_91140131,361,41,286,T01382
29408,COIL_87990201,342,41,261,T01018
29409,COIL_97030291,331,39,228,I09499
29410,COIL_89060230,381,36,282,I09500
29411,COIL_93240462,542,25,475,E13001
29412,COIL_96421102,510,35,410,I56001
29413,COIL_94950241,487,25,356,I17007
29414,COIL_96180671,386,38,316,I09499
29415,COIL_94720291,307,46,247,T01087
29416,COIL_97220852,461,37,379,J10007
29417,COIL_87910711,495,36,440,T01049
29418,COIL_91010621,587,25,510,A20001
29419,COIL_90940321,591,28,510,E13001
29420,COIL_91090531,606,27,530,E13001
29421,COIL_91520561,476,35,395,J10004
29422,COIL_88220371,310,44,243,T01087
29423,COIL_88310251,307,47,258,T01378
29424,COIL_92960591,358,41,293,T01051
29425,COIL_94010141,307,47,244,T01283
29426,COIL_88830221,472,24,410,T01304
29427,COIL_97240081,362,41,278,I09499
29428,COIL_96200321,381,34,304,I09499
29429,COIL_93940381,409,40,334,T01099
29430,COIL_90000611,384,38,321,K01002
29431,COIL_89980831,358,41,279,T01018
29432,COIL_91560741,1210,8,881,T13178
29433,COIL_92070821,464,37,367,J10007
29434,COIL_95880921,366,38,302,THB001
29435,COIL_97341151,458,33,386,I17016
29436,COIL_96030471,596,27,517,E13001
29437,COIL_95290691,383,38,289,I09500
29438,COIL_96000111,301,45,266,T01087
29439,COIL_90910131,315,46,265,T01560
29440,COIL_93770681,371,41,290,K01003
29441,COIL_96330101,307,44,242,TCA001
29442,COIL_92670491,394,35,307,T01002
29443,COIL_93940651,370,42,294,K01003
29444,COIL_92140552,408,38,325,T01564
29445,COIL_94000532,340,37,248,Q02001
29446,COIL_94601211,478,31,401,I17016
29447,COIL_91430321,544,28,487,E13001
29448,COIL_94390380,461,36,398,T01049
29449,COIL_95200021,337,41,246,I09499
29450,COIL_94960021,330,39,235,I09499
29451,COIL_96870161,367,37,301,T01063
29452,COIL_89160731,390,36,328,K01002
29453,COIL_93440470,561,25,459,T16002
29454,COIL_91070351,427,39,352,T01099
29455,COIL_95800491,595,28,539,I17140
29456,COIL_88450771,490,35,436,T01557
29457,COIL_88080201,312,46,274,T01378
29458,COIL_88160161,305,45,241,T01118
29459,COIL_93870430,364,38,290,T01050
29460,COIL_95590401,331,39,251,T01202
29461,COIL_93670701,373,37,308,I09499
29462,COIL_91030861,474,30,366,I17007
29463,COIL_96840772,471,24,391,I17016
29464,COIL_95970281,309,46,273,T01378
29465,COIL_90390701,352,45,277,I11497
29466,COIL_97840501,577,24,515,I17140
29467,COIL_88220081,374,42,295,I11498
29468,COIL_93090670,352,41,276,I09499
29469,COIL_93600131,306,46,242,TCA001
29470,COIL_94680441,366,40,282,T01002
29471,COIL_94740651,376,38,320,I09499
29472,COIL_96760762,462,40,379,J10007
29473,COIL_93240322,305,44,244,T01283
29474,COIL_92690521,516,28,429,E13001
29475,COIL_92210441,466,30,357,I17003
29476,COIL_95000290,342,40,250,T01018
29477,COIL_88790711,372,38,303,K01002
29478,COIL_89160191,314,42,250,T01118
29479,COIL_97720671,556,28,481,A20001
29480,COIL_95070711,430,40,364,J10002
29481,COIL_94800521,401,36,318,T01586
29482,COIL_88980291,362,46,288,T01050
29483,COIL_95210100,362,43,287,I11497
29484,COIL_90210671,484,29,418,E08000
29485,COIL_95740141,305,46,244,T01283
29486,COIL_95170701,467,40,411,J10004
29487,COIL_93930141,494,28,432,I17474
29488,COIL_89850371,408,36,336,K01002
29489,COIL_95130721,549,28,488,E13001
29490,COIL_96590291,303,46,245,TCA001
29491,COIL_92890011,343,42,253,I09499
29492,COIL_93091072,604,26,494,T01117
29493,COIL_96840191,306,47,249,T01378
29494,COIL_87920371,587,25,529,D06005
29495,COIL_95460371,350,37,279,S33001
29496,COIL_93310161,369,41,290,I09499
29497,COIL_88290342,363,38,280,T01382
29498,COIL_89330341,391,39,327,K01002
29499,COIL_91410671,466,32,402,I17140
29500,COIL_93010291,370,40,289,I09500
29501,COIL_90180281,373,34,314,T01063
29502,COIL_94380111,412,36,348,I09499
29503,COIL_95650251,354,40,271,T01018
29504,COIL_96130171,309,46,266,T01560
29505,COIL_88900942,474,31,385,I17016
29506,COIL_97760551,390,37,314,T01586
29507,COIL_92780521,432,34,358,I17007
29508,COIL_93860911,469,34,349,I17140
29509,COIL_96060760,368,40,283,I09499
29510,COIL_93020312,371,34,276,I09500
29511,COIL_88901012,572,28,495,E13001
29512,COIL_92950461,354,43,268,I09499
29513,COIL_89270311,441,33,364,I17021
29514,COIL_90510201,320,37,225,Q02001
29515,COIL_94740380,382,44,295,T01318
29516,COIL_97690941,551,26,474,E13001
29517,COIL_95370231,317,46,277,T01378
29518,COIL_87880671,486,35,378,J10007
29519,COIL_88660641,478,36,399,NHA002
29520,COIL_93980281,463,29,382,I17140
29521,COIL_97710740,549,27,483,T01302
29522,COIL_91210681,363,38,290,THB001
29523,COIL_92050251,302,38,226,T01381
29524,COIL_94700451,353,40,278,T01018
29525,COIL_94670491,576,34,496,A20001
29526,COIL_92820892,477,30,358,I17007
29527,COIL_94970180,307,47,245,T01283
29528,COIL_88190701,212,34,177,I11496
29529,COIL_93190771,535,25,465,E13002
29530,COIL_89650351,307,46,252,T01560
29531,COIL_96690951,348,39,250,I09499
29532,COIL_96600291,307,45,245,TCA001
29533,COIL_95500021,357,40,272,T01244
29534,COIL_93220011,356,41,261,I09499
29535,COIL_97760431,449,34,381,I17020
29536,COIL_91930311,331,40,237,Q02001
29537,COIL_97750521,455,27,327,I17023
29538,COIL_93930851,376,39,310,K01003
29539,COIL_97090351,441,31,302,I17140
29540,COIL_95780850,364,36,305,T01002
29541,COIL_89700231,469,32,372,I17007
29542,COIL_97320171,312,44,250,T01283
29543,COIL_94801071,1035,12,668,T13178
29544,COIL_91170201,303,46,241,T01118
29545,COIL_95850291,519,24,420,A19001
29546,COIL_89760130,372,35,317,T01063
29547,COIL_91080911,553,25,505,I17140
29548,COIL_95580011,384,38,316,I09499
29549,COIL_88870741,580,23,504,E13001
29550,COIL_94420771,356,40,286,I09499
29551,COIL_93250461,354,42,273,I09499
29552,COIL_89500731,559,27,491,E13001
29553,COIL_91840171,337,42,258,T01244
29554,COIL_87720301,311,45,246,TCA001
29555,COIL_89520201,309,46,247,TCA001
29556,COIL_90630551,393,45,313,I11496
29557,COIL_93830261,362,40,301,T01063
29558,COIL_94870250,349,39,284,T01018
29559,COIL_89630111,364,44,284,T01018
29560,COIL_96220171,363,37,286,T01382
29561,COIL_96680941,341,40,272,T01018
29562,COIL_97121130,455,32,324,I09504
29563,COIL_90020442,356,43,277,T01018
29564,COIL_97780591,439,30,375,I17020
29565,COIL_92830171,309,47,257,T01262
29566,COIL_90370191,339,40,247,T01202
29567,COIL_97290850,466,38,391,TCA003
29568,COIL_96800150,306,46,245,T01118
29569,COIL_88590191,435,38,346,T01559
29570,COIL_87700231,364,38,315,T01382
29571,COIL_97920311,449,31,389,I17021
29572,COIL_94590281,308,47,250,T01087
29573,COIL_93210220,539,25,485,I17140
29574,COIL_93861010,478,30,348,I17140
29575,COIL_97360890,377,38,289,I09499
29576,COIL_87770111,309,44,246,T01118
29577,COIL_96520341,349,40,275,T01018
29578,COIL_97620611,430,31,321,I17007
29579,COIL_87800701,556,26,447,I17140
29580,COIL_96390261,364,39,278,I09499
29581,COIL_93510641,384,37,313,I09499
29582,COIL_95810641,476,37,399,T01260
29583,COIL_94420191,311,46,247,T01087
29584,COIL_95910501,597,29,520,E13001
29585,COIL_90170491,369,41,290,T01018
29586,COIL_88590222,442,35,345,T01559
29587,COIL_97740221,309,46,247,T01283
29588,COIL_91040081,379,38,304,I11496
29589,COIL_88430351,392,30,327,T01002
29590,COIL_94590131,352,38,271,T01018
29591,COIL_97790611,575,25,503,E13001
29592,COIL_97121312,497,28,353,I09504
29593,COIL_97400641,359,38,303,T01018
29594,COIL_87980801,541,24,485,E13001
29595,COIL_92580732,528,28,459,I17140
29596,COIL_88830191,314,42,248,T01087
29597,COIL_91840821,466,38,380,J10007
29598,COIL_89240741,574,28,492,I17140
29599,COIL_95520191,352,39,280,S33001
29600,COIL_93180860,333,40,249,J06005
29601,COIL_93550321,363,29,297,I09499
29602,COIL_90460251,311,45,248,T01283
29603,COIL_89940701,481,29,411,I17007
29604,COIL_90480321,596,27,529,A20001
29605,COIL_97180251,304,44,242,TCA001
29606,COIL_96850351,589,29,523,E13001
29607,COIL_89130951,1057,9,759,T13422
29608,COIL_97471301,485,33,408,I17016
29609,COIL_89640231,306,47,257,T01560
29610,COIL_91350371,404,42,343,T01002
29611,COIL_97060590,495,31,396,T01009
29612,COIL_95190150,384,37,301,T01382
29613,COIL_90710561,381,36,317,K01002
29614,COIL_88090171,315,42,245,T01087
29615,COIL_95360641,397,34,293,S02525
29616,COIL_92610731,475,37,398,J10004
29617,COIL_97520201,390,33,303,T01002
29618,COIL_93690620,514,27,417,T01009
29619,COIL_92200401,441,33,372,I17140
29620,COIL_95770310,353,39,288,T01018
29621,COIL_90950281,318,44,252,T01283
29622,COIL_94350680,482,30,375,I17007
29623,COIL_96210370,486,38,441,T01308
29624,COIL_94830900,965,13,661,T13422
29625,COIL_93030171,302,47,256,T01378
29626,COIL_96700770,438,33,377,I45010
29627,COIL_96410350,375,37,292,I09500
29628,COIL_92880671,532,27,465,E13001
29629,COIL_88740371,534,26,480,A20001
29630,COIL_93690191,343,39,269,T01382
29631,COIL_95010501,403,36,314,I09499
29632,COIL_90080731,466,33,401,I17007
29633,COIL_96250461,555,32,493,I17140
29634,COIL_90690651,379,41,302,T01050
29635,COIL_89600291,368,42,305,T01244
29636,COIL_88790831,567,28,506,I17140
29637,COIL_91770141,360,44,287,T01382
29638,COIL_92770741,484,33,394,T01260
29639,COIL_95330511,591,28,523,A20001
29640,COIL_90340231,358,43,276,T01202
29641,COIL_88630591,349,40,268,T01018
29642,COIL_95110751,343,42,269,J06005
29643,COIL_94200171,312,46,243,T01118
29644,COIL_89220642,390,39,298,THB002
29645,COIL_95730431,378,38,291,T01586
29646,COIL_92960642,351,42,281,T01051
29647,COIL_96320221,446,36,362,T01559
29648,COIL_94690241,308,45,247,T01087
29649,COIL_91460741,476,39,398,J10004
29650,COIL_96580340,308,46,269,T01560
29651,COIL_92770291,344,42,283,T01018
29652,COIL_90430471,512,30,442,I17021
29653,COIL_89400261,560,22,494,E13001
29654,COIL_96140260,309,46,264,T01560
29655,COIL_95120871,469,40,387,J10007
29656,COIL_92510111,315,46,255,T01118
29657,COIL_95530201,349,35,271,T01244
29658,COIL_97690411,342,40,257,I09499
29659,COIL_93650551,401,28,311,T01002
29660,COIL_93800561,378,40,312,K01003
29661,COIL_89001071,571,26,498,E13001
29662,COIL_97580641,403,37,338,I09500
29663,COIL_93990621,359,36,287,I09499
29664,COIL_92240201,352,39,276,T01018
29665,COIL_92000891,477,39,388,J10007
29666,COIL_91810311,353,42,282,T01382
29667,COIL_88620412,344,39,271,T01382
29668,COIL_91740192,336,43,244,T01202
29669,COIL_88840411,311,46,271,T01560
29670,COIL_88050311,306,43,247,TCA001
29671,COIL_94660101,360,39,284,I09499
29672,COIL_92840141,308,47,243,TCA001
29673,COIL_96710221,310,45,248,T01087
29674,COIL_94900231,355,39,266,T01018
29675,COIL_93970400,479,27,409,E08000
29676,COIL_92980191,307,46,242,TCA001
29677,COIL_91151091,533,28,449,D06005
29678,COIL_93130200,303.8719,46.6956,240.4643,T01118
29679,COIL_92000761,465,36,411,T01049
29680,COIL_90070311,402,35,316,T01002
29681,COIL_88830621,350,37,279,THB001
29682,COIL_89250532,536,25,438,I56001
29683,COIL_97390410,431,32,360,I45010
29684,COIL_93310442,378,38,301,K01003
29685,COIL_91740441,479,28,379,I17140
29686,COIL_97070431,359,40,283,I09499
29687,COIL_94430350,310,46,247,T01118
29688,COIL_93220350,393,38,321,T01099
29689,COIL_91270101,307,45,243,T01087
29690,COIL_97020800,462,36,372,J10007
29691,COIL_89530351,451,25,322,I17140
29692,COIL_88990321,433,34,377,I17020
29693,COIL_93840621,359,42,287,I11497
29694,COIL_93000461,468,30,411,I17021
29695,COIL_89680681,464,31,397,I17021
29696,COIL_89820611,347,42,281,T01018
29697,COIL_95100201,308,45,248,TCA001
29698,COIL_96190761,461,40,379,J10007
29699,COIL_90320701,513,30,368,I09504
29700,COIL_94230371,369,40,294,THB001
29701,COIL_91260801,482,28,421,T01583
29702,COIL_97730260,359,39,314,T01382
29703,COIL_90610102,315,46,250,T01118
29704,COIL_97510251,302,45,240,TCA001
29705,COIL_89520561,456,30,321,I17140
29706,COIL_95080551,430,32,341,I17007
29707,COIL_95920020,382,39,302,I11496
29708,COIL_91630281,413,38,336,T01099
29709,COIL_97850740,468,34,386,I17016
29710,COIL_93460170,351,40,272,S33001
29711,COIL_88920371,563,27,504,A20001
29712,COIL_91860251,348,44,278,T01244
29713,COIL_95820891,363,41,295,I09499
29714,COIL_96290591,370,42,292,I09499
29715,COIL_91000921,555,23,498,E13001
29716,COIL_92550711,488,26,374,I17140
29717,COIL_93810011,373,37,316,I09499
29718,COIL_94150371,338,39,261,I09499
29719,COIL_88850351,508,34,436,T01049
29720,COIL_89870431,463,27,343,I17472
29721,COIL_94840200,311,45,248,T01087
29722,COIL_87700171,365,38,309,T01382
29723,COIL_90840351,313,46,250,T01087
29724,COIL_97230461,430,36,341,T01099
29725,COIL_97340171,309,46,243,T01118
29726,COIL_97130581,354,41,283,I09499
29727,COIL_90470381,494,28,364,I09504
29728,COIL_89151092,1065,11,713,T13178
29729,COIL_95880311,339,40,251,I09499
29730,COIL_94340221,308,47,244,T01118
29731,COIL_95890820,489,28,405,I17016
29732,COIL_93910101,357,40,289,T01382
29733,COIL_97380350,434,31,367,I45010
29734,COIL_97870940,454,30,342,I17007
29735,COIL_93680111,344,40,265,T01382
29736,COIL_95850311,408,34,338,T01586
29737,COIL_96730531,363,37,283,I09500
29738,COIL_96810631,340,39,260,I09499
